Quest ID,Quest Name,Faction,Item ID,Item Name,Item Level,Quality,Slot
10861,"Veil Lithic: Preemptive Strike",Both,25959,"Feathered Armbands",96,Uncommon,"Wrist"
10861,"Veil Lithic: Preemptive Strike",Both,25961,"Feathered Wrist Cuffs",96,Uncommon,"Wrist"
10861,"Veil Lithic: Preemptive Strike",Both,25960,"Talonstalker Bracers",96,Uncommon,"Wrist"
10022,"The Elusive Ironjaw",Alliance,25974,"Helm of Lupine Cunning",96,Uncommon,"Head"
10022,"The Elusive Ironjaw",Alliance,25975,"Wolf Hunter's Guise",96,Uncommon,"Head"
10022,"The Elusive Ironjaw",Alliance,25976,"Helm of Lupine Grace",96,Uncommon,"Head"
10022,"The Elusive Ironjaw",Alliance,25977,"Helm of Lupine Ferocity",96,Uncommon,"Head"
10791,"Welcoming the Wolf Spirit",Horde,25974,"Helm of Lupine Cunning",96,Uncommon,"Head"
10791,"Welcoming the Wolf Spirit",Horde,25975,"Wolf Hunter's Guise",96,Uncommon,"Head"
10791,"Welcoming the Wolf Spirit",Horde,25976,"Helm of Lupine Grace",96,Uncommon,"Head"
10791,"Welcoming the Wolf Spirit",Horde,25977,"Helm of Lupine Ferocity",96,Uncommon,"Head"
9634,"Alien Predators",Alliance,26051,"2 Stone Sledgehammer",11,Uncommon,"Two-Hand"
9634,"Alien Predators",Alliance,26049,"Old Elekk Prod",11,Uncommon,"One-Hand"
9634,"Alien Predators",Alliance,26053,"Elekk Handler's Blade",11,Uncommon,"One-Hand"
9634,"Alien Predators",Alliance,27389,"Surplus Bastard Sword",11,Uncommon,"Two-Hand"
10096,"Saving the Sporeloks",Both,27717,"Expedition Forager Leggings",90,Uncommon,"Legs"
10096,"Saving the Sporeloks",Both,27715,"Circle's Stalwart Helmet",90,Uncommon,"Head"
10096,"Saving the Sporeloks",Both,31657,"Chemise of Rebirth",90,Uncommon,"Chest"
10096,"Saving the Sporeloks",Both,31658,"Scout's Hood",90,Uncommon,"Head"
9817,"Leader of the Bloodscale",Both,27724,"Wild Shoulderpads",93,Uncommon,"Shoulder"
9817,"Leader of the Bloodscale",Both,27721,"Expedition Footgear",93,Uncommon,"Feet"
9817,"Leader of the Bloodscale",Both,27722,"Gloves of Marshmanship",93,Uncommon,"Hands"
9817,"Leader of the Bloodscale",Both,27723,"Belt of the Moonkin",93,Uncommon,"Waist"
9730,"Leader of the Darkcrest",Both,27727,"Swift Cenarion Footwear",93,Uncommon,"Feet"
9730,"Leader of the Darkcrest",Both,27725,"Expedition Mantle",93,Uncommon,"Shoulder"
9730,"Leader of the Darkcrest",Both,27726,"Hearty Cenarion Cincture",93,Uncommon,"Waist"
9730,"Leader of the Darkcrest",Both,27728,"Cushy Cenarion Walkers",93,Uncommon,"Feet"
9731,"Drain Schematics",Both,27730,"Watcher's Cloak of Vigilance",93,Uncommon,"Back"
9731,"Drain Schematics",Both,27733,"Warden's Ring of Precision",93,Uncommon,"Finger"
9731,"Drain Schematics",Both,27735,"Pendant of the Marsh",93,Uncommon,"Neck"
9731,"Drain Schematics",Both,27734,"Expedition Caster's Band",93,Uncommon,"Finger"
9726,"Now That We're Friends...",Both,27750,"Hammer of the Sporelings",99,Uncommon,"Two-Hand"
9726,"Now That We're Friends...",Both,27751,"Survivalist's Pike",99,Uncommon,"Two-Hand"
9726,"Now That We're Friends...",Both,27752,"Zangarmarsh Claymore",99,Uncommon,"Two-Hand"
9726,"Now That We're Friends...",Both,27749,"Staff of the Wild",99,Uncommon,"Two-Hand"
10351,"Natural Remedies",Both,28069,"Golden Cenarion Greaves",91,Rare,"Feet"
10351,"Natural Remedies",Both,28070,"Verdant Handwraps",91,Rare,"Hands"
10351,"Natural Remedies",Both,28074,"Studded Green Anklewraps",91,Rare,"Feet"
10351,"Natural Remedies",Both,28075,"Destroyers' Mantle",91,Rare,"Shoulder"
10091,"The Soul Devices",Both,28167,"Sha'tari Wrought Armguards",115,Rare,"Wrist"
10091,"The Soul Devices",Both,28170,"Auchenai Bracers",115,Rare,"Wrist"
10091,"The Soul Devices",Both,28171,"Spymistress's Wristguards",115,Rare,"Wrist"
10091,"The Soul Devices",Both,28174,"Shattrath Wraps",115,Rare,"Wrist"
10095,"Into the Heart of the Labyrinth",Both,28179,"Shattrath Jumpers",115,Rare,"Feet"
10095,"Into the Heart of the Labyrinth",Both,28176,"Sha'tari Wrought Greaves",115,Rare,"Feet"
10095,"Into the Heart of the Labyrinth",Both,28178,"Spymistress's Boots",115,Rare,"Feet"
10095,"Into the Heart of the Labyrinth",Both,28177,"Auchenai Boots",115,Rare,"Feet"
9763,"The Warlord's Hideout",Both,28181,"Earthwarden's Coif",115,Rare,"Head"
9763,"The Warlord's Hideout",Both,28180,"Myrmidon's Headdress",115,Rare,"Head"
9763,"The Warlord's Hideout",Both,28183,"Hydromancer's Headwrap",115,Rare,"Head"
9763,"The Warlord's Hideout",Both,28182,"Helm of the Claw",115,Rare,"Head"
11002,"The Fall of Magtheridon",Alliance,28793,"Band of Crimson Fury",125,Epic,"Finger"
11002,"The Fall of Magtheridon",Alliance,28791,"Ring of the Recalcitrant",125,Epic,"Finger"
11002,"The Fall of Magtheridon",Alliance,28790,"Naaru Lightwarden's Band",125,Epic,"Finger"
11002,"The Fall of Magtheridon",Alliance,28792,"A'dal's Signet of Defense",125,Epic,"Finger"
11003,"The Fall of Magtheridon",Horde,28793,"Band of Crimson Fury",125,Epic,"Finger"
11003,"The Fall of Magtheridon",Horde,28791,"Ring of the Recalcitrant",125,Epic,"Finger"
11003,"The Fall of Magtheridon",Horde,28790,"Naaru Lightwarden's Band",125,Epic,"Finger"
11003,"The Fall of Magtheridon",Horde,28792,"A'dal's Signet of Defense",125,Epic,"Finger"
10253,"Levixus the Soul Caller",Both,29314,"Leggings of the Third Coin",97,Rare,"Legs"
10253,"Levixus the Soul Caller",Both,29312,"Cover of Righteous Fury",97,Rare,"Head"
10253,"Levixus the Soul Caller",Both,29313,"Earthbreaker's Greaves",97,Rare,"Feet"
10253,"Levixus the Soul Caller",Both,29315,"Gloves of Penitence",97,Rare,"Hands"
10285,"Return to Andormu",Both,29316,"Warchief's Mantle",103,Rare,"Shoulder"
10285,"Return to Andormu",Both,29318,"Southshore Sneakers",103,Rare,"Feet"
10285,"Return to Andormu",Both,29319,"Tarren Mill Defender's Cinch",103,Rare,"Waist"
10285,"Return to Andormu",Both,29317,"Tempest's Touch",103,Rare,"Hands"
10298,"Hero of the Brood",Both,29320,"Band of the Guardian",115,Rare,"Finger"
10298,"Hero of the Brood",Both,29322,"Keeper's Ring of Piety",115,Rare,"Finger"
10298,"Hero of the Brood",Both,29321,"Time-bending Gem",115,Rare,"Finger"
10298,"Hero of the Brood",Both,29323,"Andormu's Tear",115,Rare,"Finger"
10218,"Someone Else's Hard Work Pays Off",Both,29325,"Flesh Beast's Metal Greaves",97,Rare,"Feet"
10218,"Someone Else's Hard Work Pays Off",Both,29326,"Consortium Mantle of Phasing",97,Rare,"Shoulder"
10218,"Someone Else's Hard Work Pays Off",Both,29327,"Cryo-mitts",97,Rare,"Hands"
10218,"Someone Else's Hard Work Pays Off",Both,29328,"Consortium Prince's Wrap",97,Rare,"Waist"
10097,"Brother Against Brother",Both,29333,"Torc of the Sethekk Prophet",115,Rare,"Neck"
10097,"Brother Against Brother",Both,29336,"Mark of the Ravenguard",115,Rare,"Neck"
10097,"Brother Against Brother",Both,29335,"Talon Lord's Collar",115,Rare,"Neck"
10097,"Brother Against Brother",Both,29334,"Sethekk Oracle's Focus",115,Rare,"Neck"
10164,"Everything Will Be Alright",Both,29339,"Auchenai Tracker's Hauberk",100,Rare,"Chest"
10164,"Everything Will Be Alright",Both,29340,"Auchenai Monk's Tunic",100,Rare,"Chest"
10164,"Everything Will Be Alright",Both,29337,"The Exarch's Protector",100,Rare,"Chest"
10164,"Everything Will Be Alright",Both,29341,"Auchenai Anchorite's Robe",100,Rare,"Chest"
10165,"Undercutting the Competition",Both,29342,"Consortium Plated Legguards",97,Rare,"Legs"
10165,"Undercutting the Competition",Both,29345,"Haramad's Leg Wraps",97,Rare,"Legs"
10165,"Undercutting the Competition",Both,29343,"Haramad's Leggings of the Third Coin",97,Rare,"Legs"
10165,"Undercutting the Competition",Both,29344,"Haramad's Linked Chain Pantaloons",97,Rare,"Legs"
10188,"The Sigil of Krasus",Both,29771,"Kirin'Var Journeyman's Belt",111,Uncommon,"Waist"
10188,"The Sigil of Krasus",Both,29772,"Kirin'Var Scout's Belt",111,Uncommon,"Waist"
10188,"The Sigil of Krasus",Both,29773,"Battle-Mage's Helmet",111,Uncommon,"Head"
10188,"The Sigil of Krasus",Both,29774,"Kirin'Var Defender's Chausses",111,Uncommon,"Legs"
10176,"Ar'kelos the Guardian",Both,29775,"Pendant of the Battle-Mage",108,Uncommon,"Neck"
10176,"Ar'kelos the Guardian",Both,29776,"Core of Ar'kelos",108,Uncommon,"Trinket"
10176,"Ar'kelos the Guardian",Both,29777,"Cloak of the Valiant Defender",108,Uncommon,"Back"
10176,"Ar'kelos the Guardian",Both,29779,"Rejuvenating Scepter",108,Uncommon,"Ranged"
10320,"Destroy Naberius!",Both,29781,"Lifewarden's Breastplate",106,Rare,"Chest"
10320,"Destroy Naberius!",Both,29780,"Kirin Tor Apprentice's Robes",109,Rare,"Chest"
10320,"Destroy Naberius!",Both,29782,"Coif of the Wicked",106,Rare,"Head"
10320,"Destroy Naberius!",Both,29783,"Legguards of the Resolute Defender",106,Rare,"Legs"
10332,"Master Smith Rhonsus",Both,29787,"Master Smith's Hammer",111,Uncommon,"One-Hand"
10332,"Master Smith Rhonsus",Both,29788,"Finely Wrought Scale Leggings",111,Uncommon,"Legs"
10332,"Master Smith Rhonsus",Both,29789,"Andrethan's Masterwork",111,Uncommon,"Chest"
10332,"Master Smith Rhonsus",Both,29791,"Reinforced Heaume",111,Uncommon,"Head"
10240,"Building a Perimeter",Both,29784,"Harmony's Touch",111,Uncommon,"Hands"
10240,"Building a Perimeter",Both,29785,"Crimson Mail Bracers",111,Uncommon,"Wrist"
10240,"Building a Perimeter",Both,29786,"Kirin'Var Defender's Greaves",111,Uncommon,"Feet"
10240,"Building a Perimeter",Both,30398,"Boots of the Beneficent",111,Uncommon,"Feet"
10223,"Down With Daellis",Both,29792,"Dawnstrike's Cloak",111,Uncommon,"Back"
10223,"Down With Daellis",Both,29793,"Signet of the Violet Tower",111,Uncommon,"Finger"
10223,"Down With Daellis",Both,29794,"Strength of the Violet Tower",111,Uncommon,"Neck"
10223,"Down With Daellis",Both,30399,"Nightstalker's Wristguards",111,Uncommon,"Wrist"
10274,"Securing the Celestial Ridge",Both,29808,"Shimmering Azure Boots",111,Uncommon,"Feet"
10274,"Securing the Celestial Ridge",Both,29810,"Dragon Crested Epaulets",111,Uncommon,"Shoulder"
10274,"Securing the Celestial Ridge",Both,29812,"Blued Steel Gauntlets",111,Uncommon,"Hands"
10274,"Securing the Celestial Ridge",Both,29811,"Goldenlink Bracers",111,Uncommon,"Wrist"
10162,"Mission: The Abyssal Shelf",Horde,29926,"Whispering Tunic",81,Uncommon,"Chest"
10162,"Mission: The Abyssal Shelf",Horde,29933,"Arcane Ringed Greaves",81,Uncommon,"Legs"
10162,"Mission: The Abyssal Shelf",Horde,29936,"Skyfire Greaves",81,Uncommon,"Legs"
10162,"Mission: The Abyssal Shelf",Horde,29940,"Veteran's Skullcap",81,Uncommon,"Head"
10163,"Mission: The Abyssal Shelf",Alliance,29926,"Whispering Tunic",81,Uncommon,"Chest"
10163,"Mission: The Abyssal Shelf",Alliance,29933,"Arcane Ringed Greaves",81,Uncommon,"Legs"
10163,"Mission: The Abyssal Shelf",Alliance,29936,"Skyfire Greaves",81,Uncommon,"Legs"
10163,"Mission: The Abyssal Shelf",Alliance,29940,"Veteran's Skullcap",81,Uncommon,"Head"
10129,"Mission: Gateways Murketh and Shaadraz",Horde,29929,"Raging Spirit Harness",81,Uncommon,"Chest"
10129,"Mission: Gateways Murketh and Shaadraz",Horde,29937,"Helm of Infinite Visions",81,Uncommon,"Head"
10129,"Mission: Gateways Murketh and Shaadraz",Horde,29942,"Battle Scarred Leggings",81,Uncommon,"Legs"
10129,"Mission: Gateways Murketh and Shaadraz",Horde,29944,"Protectorate Breastplate",81,Uncommon,"Chest"
10146,"Mission: The Murketh and Shaadraz Gateways",Alliance,29929,"Raging Spirit Harness",81,Uncommon,"Chest"
10146,"Mission: The Murketh and Shaadraz Gateways",Alliance,29937,"Helm of Infinite Visions",81,Uncommon,"Head"
10146,"Mission: The Murketh and Shaadraz Gateways",Alliance,29942,"Battle Scarred Leggings",81,Uncommon,"Legs"
10146,"Mission: The Murketh and Shaadraz Gateways",Alliance,29944,"Protectorate Breastplate",81,Uncommon,"Chest"
10078,"Laying Waste to the Unwanted",Alliance,29928,"Wanderer's Stitched Trousers",81,Uncommon,"Legs"
10078,"Laying Waste to the Unwanted",Alliance,29930,"Nature-Stitched Kilt",81,Uncommon,"Legs"
10078,"Laying Waste to the Unwanted",Alliance,29934,"Helm of Affinity",81,Uncommon,"Head"
10078,"Laying Waste to the Unwanted",Alliance,29941,"Scale Brand Breastplate",81,Uncommon,"Chest"
10087,"Burn It Up... For the Horde!",Horde,29928,"Wanderer's Stitched Trousers",81,Uncommon,"Legs"
10087,"Burn It Up... For the Horde!",Horde,29930,"Nature-Stitched Kilt",81,Uncommon,"Legs"
10087,"Burn It Up... For the Horde!",Horde,29934,"Helm of Affinity",81,Uncommon,"Head"
10087,"Burn It Up... For the Horde!",Horde,29941,"Scale Brand Breastplate",81,Uncommon,"Chest"
10055,"Waste Not, Want Not",Alliance,29931,"Phantasmal Headdress",81,Uncommon,"Head"
10055,"Waste Not, Want Not",Alliance,29938,"Battle Seeker Chestguard",81,Uncommon,"Chest"
10055,"Waste Not, Want Not",Alliance,29943,"Legionnaire's Studded Helm",81,Uncommon,"Head"
10055,"Waste Not, Want Not",Alliance,29945,"Magistrate's Greaves",81,Uncommon,"Legs"
10086,"I Work... For the Horde!",Horde,29931,"Phantasmal Headdress",81,Uncommon,"Head"
10086,"I Work... For the Horde!",Horde,29938,"Battle Seeker Chestguard",81,Uncommon,"Chest"
10086,"I Work... For the Horde!",Horde,29943,"Legionnaire's Studded Helm",81,Uncommon,"Head"
10086,"I Work... For the Horde!",Horde,29945,"Magistrate's Greaves",81,Uncommon,"Legs"
10185,"A Fate Worse Than Death",Both,29954,"Spiritbinder's Mantle",108,Uncommon,"Shoulder"
10185,"A Fate Worse Than Death",Both,29955,"Mana Infused Wristguards",108,Uncommon,"Wrist"
10185,"A Fate Worse Than Death",Both,29959,"Spiritualist's Gauntlets",108,Uncommon,"Hands"
10185,"A Fate Worse Than Death",Both,30401,"Farahlite Studded Boots",108,Uncommon,"Feet"
10221,"Dr. Boom!",Both,29967,"Nether Vest",108,Uncommon,"Chest"
10221,"Dr. Boom!",Both,29968,"Nether Leggings",108,Uncommon,"Legs"
10221,"Dr. Boom!",Both,29969,"Sparky's Discarded Helmet",108,Uncommon,"Head"
10221,"Dr. Boom!",Both,30514,"Nether Guards",108,Uncommon,"Shoulder"
10199,"That Little Extra Kick",Both,30000,"Mixologist's Gloves",108,Uncommon,"Hands"
10199,"That Little Extra Kick",Both,29999,"After Hours Pauldrons",108,Uncommon,"Shoulder"
10199,"That Little Extra Kick",Both,30001,"Doc's Belt",108,Uncommon,"Waist"
10199,"That Little Extra Kick",Both,30002,"Boot's Boots",108,Uncommon,"Feet"
10318,"Dealing with the Overmaster",Both,30003,"Gloves of the Nether-Stalker",114,Uncommon,"Hands"
10318,"Dealing with the Overmaster",Both,30004,"Landing Boots",114,Uncommon,"Feet"
10318,"Dealing with the Overmaster",Both,30006,"Wind Trader's Band",114,Uncommon,"Finger"
10318,"Dealing with the Overmaster",Both,30005,"Overmaster's Shoulders",114,Uncommon,"Shoulder"
11007,"Kael'thas and the Verdant Sphere",Both,30007,"The Darkener's Grasp",138,Epic,"Neck"
11007,"Kael'thas and the Verdant Sphere",Both,30015,"The Sun King's Talisman",138,Epic,"Neck"
11007,"Kael'thas and the Verdant Sphere",Both,30017,"Telonicus's Pendant of Mayhem",138,Epic,"Neck"
11007,"Kael'thas and the Verdant Sphere",Both,30018,"Lord Sanguinar's Claim",138,Epic,"Neck"
10249,"Back to the Chief!",Both,30014,"X-52 Pilot's Leggings",106,Rare,"Legs"
10249,"Back to the Chief!",Both,30016,"X-52 Technician's Helm",106,Rare,"Head"
10249,"Back to the Chief!",Both,30019,"Area 52 Defender's Pants",106,Rare,"Legs"
10249,"Back to the Chief!",Both,30847,"X-52 Rocket Helmet",108,Uncommon,"Head"
10186,"You're Hired!",Both,30218,"Junior Technician 3rd Grade Shoulders",108,Uncommon,"Shoulder"
10186,"You're Hired!",Both,30225,"Junior Technician 3rd Grade Bracers",108,Uncommon,"Wrist"
10186,"You're Hired!",Both,30224,"Junior Technician 3rd Grade Gloves",108,Uncommon,"Hands"
10186,"You're Hired!",Both,30515,"Junior Technician 3rd Grade Goggles",108,Uncommon,"Head"
10226,"Elemental Power Extraction",Both,30262,"Trep's Shoulderguards",108,Uncommon,"Shoulder"
10226,"Elemental Power Extraction",Both,30264,"Area 52 Engineering Gloves",108,Uncommon,"Hands"
10226,"Elemental Power Extraction",Both,30263,"Heavy-Duty Engineering Boots",108,Uncommon,"Feet"
10226,"Elemental Power Extraction",Both,30516,"Chief Engineer's Belt",108,Uncommon,"Waist"
10435,"Retrieving the Goods",Both,30284,"Audi's Embroidered Boots",111,Uncommon,"Feet"
10435,"Retrieving the Goods",Both,30285,"B.O.O.M. Operative's Belt",111,Uncommon,"Waist"
10435,"Retrieving the Goods",Both,30286,"Otherworldly Pauldrons",111,Uncommon,"Shoulder"
10435,"Retrieving the Goods",Both,30402,"Field Agent's Bracers",108,Uncommon,"Wrist"
10440,"Success!",Both,30290,"Leggings of Concentrated Power",111,Uncommon,"Legs"
10440,"Success!",Both,30293,"Heavenly Inspiration",111,Uncommon,"Trinket"
10440,"Success!",Both,30291,"Nexus-Guard's Pauldrons",111,Uncommon,"Shoulder"
10440,"Success!",Both,30520,"Gold-Trimmed Cuffs",111,Uncommon,"Wrist"
10439,"Dimensius the All-Devouring",Both,30297,"Circlet of the Starcaller",109,Rare,"Head"
10439,"Dimensius the All-Devouring",Both,30300,"Dabiri's Enigma",109,Rare,"Trinket"
10439,"Dimensius the All-Devouring",Both,30298,"Void Slayer's Tunic",109,Rare,"Chest"
10439,"Dimensius the All-Devouring",Both,30299,"Starcaller's Plated Legguards",109,Rare,"Legs"
10353,"Arconus the Insatiable",Both,30329,"Flesh Handler's Headpiece",114,Uncommon,"Head"
10353,"Arconus the Insatiable",Both,30328,"Protectorate Assassin's Tunic",114,Uncommon,"Chest"
10353,"Arconus the Insatiable",Both,30330,"Starcaller's Plated Belt",114,Uncommon,"Waist"
10353,"Arconus the Insatiable",Both,30517,"Netherfarer's Leggings",114,Uncommon,"Legs"
10425,"Escape from the Staging Grounds",Both,30331,"Diviner's Cinch",114,Uncommon,"Waist"
10425,"Escape from the Staging Grounds",Both,30332,"Ferocious Bands",114,Uncommon,"Wrist"
10425,"Escape from the Staging Grounds",Both,30334,"Starcaller's Plated Stompers",114,Uncommon,"Feet"
10425,"Escape from the Staging Grounds",Both,30333,"Spaulders of the Protectorate",114,Uncommon,"Shoulder"
10406,"Delivering the Message",Both,30335,"Druidic Force Boots",114,Uncommon,"Feet"
10406,"Delivering the Message",Both,30337,"Protectorate Headplate",114,Uncommon,"Head"
10406,"Delivering the Message",Both,30336,"Surger's Hand Wraps",114,Uncommon,"Hands"
10406,"Delivering the Message",Both,30518,"Warpthread Vest",114,Uncommon,"Chest"
10345,"The Flesh Lies...",Both,30342,"Protectorate Waistband",114,Uncommon,"Waist"
10345,"The Flesh Lies...",Both,30341,"Flesh Handler's Gauntlets",114,Uncommon,"Hands"
10345,"The Flesh Lies...",Both,30352,"Demolisher's Bracers",114,Uncommon,"Wrist"
10345,"The Flesh Lies...",Both,30519,"Boots of the Nexus Warden",114,Uncommon,"Feet"
10313,"Measuring Warp Energies",Both,30362,"Energized Helm",108,Uncommon,"Head"
10313,"Measuring Warp Energies",Both,30363,"Warp-Shielded Hauberk",108,Uncommon,"Chest"
10313,"Measuring Warp Energies",Both,30364,"Resonating Axe",108,Uncommon,"One-Hand"
10313,"Measuring Warp Energies",Both,30521,"Warpweaver's Gloves",108,Uncommon,"Hands"
10381,"Aldor No More",Both,30380,"Girdle of the Lost Vindicator",114,Uncommon,"Waist"
10381,"Aldor No More",Both,30379,"Vindicator's Light Vest",114,Uncommon,"Chest"
10381,"Aldor No More",Both,30382,"Aldor Ceremonial Wraps",114,Uncommon,"Wrist"
10381,"Aldor No More",Both,30381,"Kaylaan's Spaulders",114,Uncommon,"Shoulder"
10198,"Information Gathering",Both,30383,"Belt of the Sage",108,Uncommon,"Waist"
10198,"Information Gathering",Both,30386,"Bloodguard's Greaves",108,Uncommon,"Feet"
10198,"Information Gathering",Both,30384,"Brightdawn Bracers",108,Uncommon,"Wrist"
10198,"Information Gathering",Both,30397,"Spymaster's Crossbow",108,Uncommon,"Ranged"
10341,"Kick Them While They're Down",Both,30396,"Jeweled Halberd",114,Uncommon,"Two-Hand"
10341,"Kick Them While They're Down",Both,30394,"Sunfury Blade",114,Uncommon,"Two-Hand"
10341,"Kick Them While They're Down",Both,30395,"Warp-Master's Maul",114,Uncommon,"Two-Hand"
10341,"Kick Them While They're Down",Both,30522,"Conjurer's Staff",114,Uncommon,"Two-Hand"
10679,"Quenching the Blade",Both,30787,"Illidari-Bane Mageblade",115,Rare,"Main Hand"
10679,"Quenching the Blade",Both,30788,"Illidari-Bane Broadsword",115,Rare,"One-Hand"
10679,"Quenching the Blade",Both,30789,"Illidari-Bane Claymore",115,Rare,"Two-Hand"
10679,"Quenching the Blade",Both,31745,"Illidari-Bane Dagger",115,Rare,"One-Hand"
10816,"Reclaiming Holy Grounds",Both,30922,"Ata'mal Crown",114,Uncommon,"Head"
10816,"Reclaiming Holy Grounds",Both,30940,"Aged Leather Bindings",114,Uncommon,"Wrist"
10816,"Reclaiming Holy Grounds",Both,30958,"Blackened Chain Greaves",114,Uncommon,"Feet"
10816,"Reclaiming Holy Grounds",Both,30961,"Ash-Covered Helm",114,Uncommon,"Head"
10817,"The Great Retribution",Both,30922,"Ata'mal Crown",114,Uncommon,"Head"
10817,"The Great Retribution",Both,30940,"Aged Leather Bindings",114,Uncommon,"Wrist"
10817,"The Great Retribution",Both,30958,"Blackened Chain Greaves",114,Uncommon,"Feet"
10817,"The Great Retribution",Both,30961,"Ash-Covered Helm",114,Uncommon,"Head"
10626,"Capture the Weapons",Alliance,30926,"Ashwalker's Footwraps",111,Uncommon,"Feet"
10626,"Capture the Weapons",Alliance,30938,"Azurestrike Shoulders",111,Uncommon,"Shoulder"
10626,"Capture the Weapons",Alliance,30950,"Darkhunter's Cinch",111,Uncommon,"Waist"
10626,"Capture the Weapons",Alliance,30966,"Singed Vambraces",111,Uncommon,"Wrist"
10627,"Capture the Weapons",Horde,30926,"Ashwalker's Footwraps",111,Uncommon,"Feet"
10627,"Capture the Weapons",Horde,30938,"Azurestrike Shoulders",111,Uncommon,"Shoulder"
10627,"Capture the Weapons",Horde,30950,"Darkhunter's Cinch",111,Uncommon,"Waist"
10627,"Capture the Weapons",Horde,30966,"Singed Vambraces",111,Uncommon,"Wrist"
10564,"Blast the Infernals!",Alliance,30929,"Soothsayer's Kilt",111,Uncommon,"Legs"
10564,"Blast the Infernals!",Alliance,30946,"Mooncrest Headdress",111,Uncommon,"Head"
10564,"Blast the Infernals!",Alliance,30947,"Crimson Mail Hauberk",111,Uncommon,"Chest"
10564,"Blast the Infernals!",Alliance,30986,"Bloodforged Guard",111,Uncommon,"Off Hand"
10598,"Blast the Infernals!",Horde,30929,"Soothsayer's Kilt",111,Uncommon,"Legs"
10598,"Blast the Infernals!",Horde,30946,"Mooncrest Headdress",111,Uncommon,"Head"
10598,"Blast the Infernals!",Horde,30947,"Crimson Mail Hauberk",111,Uncommon,"Chest"
10598,"Blast the Infernals!",Horde,30986,"Bloodforged Guard",111,Uncommon,"Off Hand"
10808,"Thwart the Dark Conclave",Both,30928,"Sketh'lon Survivor's Tunic",111,Uncommon,"Chest"
10808,"Thwart the Dark Conclave",Both,30941,"Ash Tempered Legguards",111,Uncommon,"Legs"
10808,"Thwart the Dark Conclave",Both,30955,"Crown of Cinders",111,Uncommon,"Head"
10808,"Thwart the Dark Conclave",Both,30960,"Runed Sketh'lon Legplates",111,Uncommon,"Legs"
10451,"Escape from Coilskar Cistern",Both,30927,"Earthmender's Bracer of Shattering",114,Uncommon,"Wrist"
10451,"Escape from Coilskar Cistern",Both,30937,"Earthmender's Fists of Undoing",114,Uncommon,"Hands"
10451,"Escape from Coilskar Cistern",Both,30952,"Earthmender's Crimson Spaulders",114,Uncommon,"Shoulder"
10451,"Escape from Coilskar Cistern",Both,30968,"Earthmender's Plated Boots",114,Uncommon,"Feet"
10523,"The Cipher of Damnation - The First Fragment Recovered",Both,30923,"Grom'tor's Bloodied Bandage",114,Uncommon,"Waist"
10523,"The Cipher of Damnation - The First Fragment Recovered",Both,30945,"Grom'tor's Friend's Cousin's Tunic",114,Uncommon,"Chest"
10523,"The Cipher of Damnation - The First Fragment Recovered",Both,30956,"Oronok's Old Bracers",114,Uncommon,"Wrist"
10523,"The Cipher of Damnation - The First Fragment Recovered",Both,30981,"Grom'tor's Pendant of Conquest",114,Uncommon,"Neck"
10481,"Enraged Spirits of Air",Both,30930,"Grips of the Void",114,Uncommon,"Hands"
10481,"Enraged Spirits of Air",Both,30942,"Manimal's Cinch",114,Uncommon,"Waist"
10481,"Enraged Spirits of Air",Both,30953,"Boots of the Skybreaker",114,Uncommon,"Feet"
10481,"Enraged Spirits of Air",Both,30964,"Skybreaker's Pauldrons",114,Uncommon,"Shoulder"
10769,"Dissension Amongst the Ranks...",Horde,31075,"Evoker's Mark of the Redemption",109,Rare,"Finger"
10769,"Dissension Amongst the Ranks...",Horde,31076,"Spellsword's Mark of the Redemption",109,Rare,"Finger"
10769,"Dissension Amongst the Ranks...",Horde,31077,"Slayer's Mark of the Redemption",109,Rare,"Finger"
10769,"Dissension Amongst the Ranks...",Horde,31078,"Protector's Mark of the Redemption",109,Rare,"Finger"
10776,"Dissension Amongst the Ranks...",Alliance,31075,"Evoker's Mark of the Redemption",109,Rare,"Finger"
10776,"Dissension Amongst the Ranks...",Alliance,31076,"Spellsword's Mark of the Redemption",109,Rare,"Finger"
10776,"Dissension Amongst the Ranks...",Alliance,31077,"Slayer's Mark of the Redemption",109,Rare,"Finger"
10776,"Dissension Amongst the Ranks...",Alliance,31078,"Protector's Mark of the Redemption",109,Rare,"Finger"
10647,"Wanted: Uvuros, Scourge of Shadowmoon",Horde,31111,"Uvuros Hide Gloves",114,Uncommon,"Hands"
10647,"Wanted: Uvuros, Scourge of Shadowmoon",Horde,31112,"Uvuros Hide Boots",114,Uncommon,"Feet"
10647,"Wanted: Uvuros, Scourge of Shadowmoon",Horde,31114,"Uvuros Hide Cinch",114,Uncommon,"Waist"
10647,"Wanted: Uvuros, Scourge of Shadowmoon",Horde,31115,"Uvuros Plated Spaulders",114,Uncommon,"Shoulder"
10648,"Wanted: Uvuros, Scourge of Shadowmoon",Alliance,31111,"Uvuros Hide Gloves",114,Uncommon,"Hands"
10648,"Wanted: Uvuros, Scourge of Shadowmoon",Alliance,31112,"Uvuros Hide Boots",114,Uncommon,"Feet"
10648,"Wanted: Uvuros, Scourge of Shadowmoon",Alliance,31114,"Uvuros Hide Cinch",114,Uncommon,"Waist"
